st5,stalkie,Tdal_ST_mt,M,ST,NC_024511.2
sr5,stalkie,Tdal_ST_mt,M,SR,NC_024511.2
sr1,stalkie,Tdal_ST_mt,M,SR,NC_024511.2
sr2,stalkie,Tdal_ST_mt,M,SR,NC_024511.2
sr3,stalkie,Tdal_ST_mt,M,SR,NC_024511.2
st1,stalkie,Tdal_ST_mt,M,ST,NC_024511.2
st2,stalkie,Tdal_ST_mt,M,ST,NC_024511.2
st3,stalkie,Tdal_ST_mt,M,ST,NC_024511.2
